filename	java	args	replicate	date	time
benchmark_graalvm-java_89th_user_jvm_args.txt_run1_20251114_101914	graalvm-java	89th_user_jvm_args	1	20251114	101914
benchmark_graalvm-java_89th_user_jvm_args.txt_run2_20251114_105451	graalvm-java	89th_user_jvm_args	2	20251114	105451
benchmark_graalvm-java_89th_user_jvm_args.txt_run3_20251114_113041	graalvm-java	89th_user_jvm_args	3	20251114	113041
benchmark_graalvm-java_89th_user_jvm_args.txt_run4_20251114_120638	graalvm-java	89th_user_jvm_args	4	20251114	120638
benchmark_graalvm-java_aikar_user_jvm_args.txt_run1_20251114_182731	graalvm-java	aikar_user_jvm_args	1	20251114	182731
benchmark_graalvm-java_aikar_user_jvm_args.txt_run2_20251114_191313	graalvm-java	aikar_user_jvm_args	2	20251114	191313
benchmark_graalvm-java_aikar_user_jvm_args.txt_run3_20251114_195229	graalvm-java	aikar_user_jvm_args	3	20251114	195229
benchmark_graalvm-java_aikar_user_jvm_args.txt_run4_20251114_203903	graalvm-java	aikar_user_jvm_args	4	20251114	203903
benchmark_graalvm-java_atm_user_jvm_args.txt_run1_20251114_152339	graalvm-java	atm_user_jvm_args	1	20251114	152339
benchmark_graalvm-java_atm_user_jvm_args.txt_run2_20251114_160917	graalvm-java	atm_user_jvm_args	2	20251114	160917
benchmark_graalvm-java_atm_user_jvm_args.txt_run3_20251114_165532	graalvm-java	atm_user_jvm_args	3	20251114	165532
benchmark_graalvm-java_atm_user_jvm_args.txt_run4_20251114_174149	graalvm-java	atm_user_jvm_args	4	20251114	174149
benchmark_graalvm-java_none_user_jvm_args.txt_run1_20251115_001205	graalvm-java	none_user_jvm_args	1	20251115	001205
benchmark_graalvm-java_none_user_jvm_args.txt_run2_20251115_013141	graalvm-java	none_user_jvm_args	2	20251115	013141
benchmark_graalvm-java_none_user_jvm_args.txt_run3_20251115_024852	graalvm-java	none_user_jvm_args	3	20251115	024852
benchmark_graalvm-java_none_user_jvm_args.txt_run4_20251115_040851	graalvm-java	none_user_jvm_args	4	20251115	040851
benchmark_graalvm-java_small_user_jvm_args.txt_run1_20251114_124234	graalvm-java	small_user_jvm_args	1	20251114	124234
benchmark_graalvm-java_small_user_jvm_args.txt_run2_20251114_132256	graalvm-java	small_user_jvm_args	2	20251114	132256
benchmark_graalvm-java_small_user_jvm_args.txt_run3_20251114_140303	graalvm-java	small_user_jvm_args	3	20251114	140303
benchmark_graalvm-java_small_user_jvm_args.txt_run4_20251114_144328	graalvm-java	small_user_jvm_args	4	20251114	144328
benchmark_graalvm-java_velocity_user_jvm_args.txt_run1_20251114_211836	graalvm-java	velocity_user_jvm_args	1	20251114	211836
benchmark_graalvm-java_velocity_user_jvm_args.txt_run2_20251114_220535	graalvm-java	velocity_user_jvm_args	2	20251114	220535
benchmark_graalvm-java_velocity_user_jvm_args.txt_run3_20251114_224517	graalvm-java	velocity_user_jvm_args	3	20251114	224517
benchmark_graalvm-java_velocity_user_jvm_args.txt_run4_20251114_233113	graalvm-java	velocity_user_jvm_args	4	20251114	233113
benchmark_jetbrains-java_89th_user_jvm_args.txt_run1_20251116_020733	jetbrains-java	89th_user_jvm_args	1	20251116	020733
benchmark_jetbrains-java_89th_user_jvm_args.txt_run2_20251116_025818	jetbrains-java	89th_user_jvm_args	2	20251116	025818
benchmark_jetbrains-java_89th_user_jvm_args.txt_run3_20251116_033609	jetbrains-java	89th_user_jvm_args	3	20251116	033609
benchmark_jetbrains-java_89th_user_jvm_args.txt_run4_20251116_042635	jetbrains-java	89th_user_jvm_args	4	20251116	042635
benchmark_jetbrains-java_aikar_user_jvm_args.txt_run1_20251116_105336	jetbrains-java	aikar_user_jvm_args	1	20251116	105336
benchmark_jetbrains-java_aikar_user_jvm_args.txt_run2_20251116_114425	jetbrains-java	aikar_user_jvm_args	2	20251116	114425
benchmark_jetbrains-java_aikar_user_jvm_args.txt_run3_20251116_122342	jetbrains-java	aikar_user_jvm_args	3	20251116	122342
benchmark_jetbrains-java_aikar_user_jvm_args.txt_run4_20251116_131427	jetbrains-java	aikar_user_jvm_args	4	20251116	131427
benchmark_jetbrains-java_atm_user_jvm_args.txt_run1_20251116_074945	jetbrains-java	atm_user_jvm_args	1	20251116	074945
benchmark_jetbrains-java_atm_user_jvm_args.txt_run2_20251116_083540	jetbrains-java	atm_user_jvm_args	2	20251116	083540
benchmark_jetbrains-java_atm_user_jvm_args.txt_run3_20251116_092128	jetbrains-java	atm_user_jvm_args	3	20251116	092128
benchmark_jetbrains-java_atm_user_jvm_args.txt_run4_20251116_100732	jetbrains-java	atm_user_jvm_args	4	20251116	100732
benchmark_jetbrains-java_none_user_jvm_args.txt_run1_20251116_170014	jetbrains-java	none_user_jvm_args	1	20251116	170014
benchmark_jetbrains-java_none_user_jvm_args.txt_run2_20251116_182505	jetbrains-java	none_user_jvm_args	2	20251116	182505
benchmark_jetbrains-java_none_user_jvm_args.txt_run3_20251116_194933	jetbrains-java	none_user_jvm_args	3	20251116	194933
benchmark_jetbrains-java_none_user_jvm_args.txt_run4_20251116_211551	jetbrains-java	none_user_jvm_args	4	20251116	211551
benchmark_jetbrains-java_small_user_jvm_args.txt_run1_20251116_050423	jetbrains-java	small_user_jvm_args	1	20251116	050423
benchmark_jetbrains-java_small_user_jvm_args.txt_run2_20251116_054623	jetbrains-java	small_user_jvm_args	2	20251116	054623
benchmark_jetbrains-java_small_user_jvm_args.txt_run3_20251116_062734	jetbrains-java	small_user_jvm_args	3	20251116	062734
benchmark_jetbrains-java_small_user_jvm_args.txt_run4_20251116_070843	jetbrains-java	small_user_jvm_args	4	20251116	070843
benchmark_jetbrains-java_velocity_user_jvm_args.txt_run1_20251116_135357	jetbrains-java	velocity_user_jvm_args	1	20251116	135357
benchmark_jetbrains-java_velocity_user_jvm_args.txt_run2_20251116_144503	jetbrains-java	velocity_user_jvm_args	2	20251116	144503
benchmark_jetbrains-java_velocity_user_jvm_args.txt_run3_20251116_152646	jetbrains-java	velocity_user_jvm_args	3	20251116	152646
benchmark_jetbrains-java_velocity_user_jvm_args.txt_run4_20251116_161836	jetbrains-java	velocity_user_jvm_args	4	20251116	161836
benchmark_openjdk-java_89th_user_jvm_args.txt_run1_20251115_052628	openjdk-java	89th_user_jvm_args	1	20251115	052628
benchmark_openjdk-java_89th_user_jvm_args.txt_run2_20251115_061614	openjdk-java	89th_user_jvm_args	2	20251115	061614
benchmark_openjdk-java_89th_user_jvm_args.txt_run3_20251115_065428	openjdk-java	89th_user_jvm_args	3	20251115	065428
benchmark_openjdk-java_89th_user_jvm_args.txt_run4_20251115_074400	openjdk-java	89th_user_jvm_args	4	20251115	074400
benchmark_openjdk-java_aikar_user_jvm_args.txt_run1_20251115_142258	openjdk-java	aikar_user_jvm_args	1	20251115	142258
benchmark_openjdk-java_aikar_user_jvm_args.txt_run2_20251115_151222	openjdk-java	aikar_user_jvm_args	2	20251115	151222
benchmark_openjdk-java_aikar_user_jvm_args.txt_run3_20251115_155256	openjdk-java	aikar_user_jvm_args	3	20251115	155256
benchmark_openjdk-java_aikar_user_jvm_args.txt_run4_20251115_164311	openjdk-java	aikar_user_jvm_args	4	20251115	164311
benchmark_openjdk-java_atm_user_jvm_args.txt_run1_20251115_111029	openjdk-java	atm_user_jvm_args	1	20251115	111029
benchmark_openjdk-java_atm_user_jvm_args.txt_run2_20251115_115835	openjdk-java	atm_user_jvm_args	2	20251115	115835
benchmark_openjdk-java_atm_user_jvm_args.txt_run3_20251115_124620	openjdk-java	atm_user_jvm_args	3	20251115	124620
benchmark_openjdk-java_atm_user_jvm_args.txt_run4_20251115_133433	openjdk-java	atm_user_jvm_args	4	20251115	133433
benchmark_openjdk-java_none_user_jvm_args.txt_run1_20251115_202541	openjdk-java	none_user_jvm_args	1	20251115	202541
benchmark_openjdk-java_none_user_jvm_args.txt_run2_20251115_215034	openjdk-java	none_user_jvm_args	2	20251115	215034
benchmark_openjdk-java_none_user_jvm_args.txt_run3_20251115_231509	openjdk-java	none_user_jvm_args	3	20251115	231509
benchmark_openjdk-java_none_user_jvm_args.txt_run4_20251116_004132	openjdk-java	none_user_jvm_args	4	20251116	004132
benchmark_openjdk-java_small_user_jvm_args.txt_run1_20251115_082211	openjdk-java	small_user_jvm_args	1	20251115	082211
benchmark_openjdk-java_small_user_jvm_args.txt_run2_20251115_090410	openjdk-java	small_user_jvm_args	2	20251115	090410
benchmark_openjdk-java_small_user_jvm_args.txt_run3_20251115_094626	openjdk-java	small_user_jvm_args	3	20251115	094626
benchmark_openjdk-java_small_user_jvm_args.txt_run4_20251115_102829	openjdk-java	small_user_jvm_args	4	20251115	102829
benchmark_openjdk-java_velocity_user_jvm_args.txt_run1_20251115_172321	openjdk-java	velocity_user_jvm_args	1	20251115	172321
benchmark_openjdk-java_velocity_user_jvm_args.txt_run2_20251115_181230	openjdk-java	velocity_user_jvm_args	2	20251115	181230
benchmark_openjdk-java_velocity_user_jvm_args.txt_run3_20251115_185422	openjdk-java	velocity_user_jvm_args	3	20251115	185422
benchmark_openjdk-java_velocity_user_jvm_args.txt_run4_20251115_194421	openjdk-java	velocity_user_jvm_args	4	20251115	194421
benchmark_temurin-java_89th_user_jvm_args.txt_run1_20251116_224009	temurin-java	89th_user_jvm_args	1	20251116	224009
benchmark_temurin-java_89th_user_jvm_args.txt_run2_20251116_233106	temurin-java	89th_user_jvm_args	2	20251116	233106
benchmark_temurin-java_89th_user_jvm_args.txt_run3_20251117_000933	temurin-java	89th_user_jvm_args	3	20251117	000933
benchmark_temurin-java_89th_user_jvm_args.txt_run4_20251117_010033	temurin-java	89th_user_jvm_args	4	20251117	010033
benchmark_temurin-java_aikar_user_jvm_args.txt_run1_20251117_072808	temurin-java	aikar_user_jvm_args	1	20251117	072808
benchmark_temurin-java_aikar_user_jvm_args.txt_run2_20251117_081940	temurin-java	aikar_user_jvm_args	2	20251117	081940
benchmark_temurin-java_aikar_user_jvm_args.txt_run3_20251117_085815	temurin-java	aikar_user_jvm_args	3	20251117	085815
benchmark_temurin-java_aikar_user_jvm_args.txt_run4_20251117_094926	temurin-java	aikar_user_jvm_args	4	20251117	094926
benchmark_temurin-java_atm_user_jvm_args.txt_run1_20251117_042345	temurin-java	atm_user_jvm_args	1	20251117	042345
benchmark_temurin-java_atm_user_jvm_args.txt_run2_20251117_050943	temurin-java	atm_user_jvm_args	2	20251117	050943
benchmark_temurin-java_atm_user_jvm_args.txt_run3_20251117_055537	temurin-java	atm_user_jvm_args	3	20251117	055537
benchmark_temurin-java_atm_user_jvm_args.txt_run4_20251117_064151	temurin-java	atm_user_jvm_args	4	20251117	064151
benchmark_temurin-java_none_user_jvm_args.txt_run1_20251117_132328	temurin-java	none_user_jvm_args	1	20251117	132328
benchmark_temurin-java_none_user_jvm_args.txt_run2_20251117_144737	temurin-java	none_user_jvm_args	2	20251117	144737
benchmark_temurin-java_none_user_jvm_args.txt_run3_20251117_161309	temurin-java	none_user_jvm_args	3	20251117	161309
benchmark_temurin-java_none_user_jvm_args.txt_run4_20251117_173729	temurin-java	none_user_jvm_args	4	20251117	173729
benchmark_temurin-java_small_user_jvm_args.txt_run1_20251117_013908	temurin-java	small_user_jvm_args	1	20251117	013908
benchmark_temurin-java_small_user_jvm_args.txt_run2_20251117_022021	temurin-java	small_user_jvm_args	2	20251117	022021
benchmark_temurin-java_small_user_jvm_args.txt_run3_20251117_030129	temurin-java	small_user_jvm_args	3	20251117	030129
benchmark_temurin-java_small_user_jvm_args.txt_run4_20251117_034240	temurin-java	small_user_jvm_args	4	20251117	034240
benchmark_temurin-java_velocity_user_jvm_args.txt_run1_20251117_102802	temurin-java	velocity_user_jvm_args	1	20251117	102802
benchmark_temurin-java_velocity_user_jvm_args.txt_run2_20251117_111538	temurin-java	velocity_user_jvm_args	2	20251117	111538
benchmark_temurin-java_velocity_user_jvm_args.txt_run3_20251117_115600	temurin-java	velocity_user_jvm_args	3	20251117	115600
benchmark_temurin-java_velocity_user_jvm_args.txt_run4_20251117_124330	temurin-java	velocity_user_jvm_args	4	20251117	124330
